TITULO,ANO,NOMES_AJUSTADOS
A ROBUST TRAFFIC INFORMATION MANAGEMENT SYSTEMAGAINST DATA POISONING IN VEHICULAR NETWORKS,2022,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
A ROLEBASED ROUTING SOLUTION FOR MANET TO SUPPORT HIERARCHICAL RESCUE TEAMS IN EMERGENCY SCENARIOS,2015,"['EDUARDO LUZEIRO FEITOSA', 'JUDITH KELNER']"
A RUNTIME AND NONINTRUSIVE APPROACH TO OPTIMIZE EDP BY TUNING THREADS AND CPU FREQUENCY FOR OPENMP APPLICATIONS,2020,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'ARTHUR FRANCISCO LORENZON']"
A RUNTIME POWERAWARE PHASE PREDICTOR FOR CGRAS,2019,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'MONICA MAGALHAES PEREIRA']"
A SCALABILITY APPROACH BASED ON MULTILEVEL OPTIMIZATION FOR LINK PREDICTION METHODS,2019,"['ALNEU DE ANDRADE LOPES', 'ALAN DEMETRIUS BARIA VALEJO']"
A SCALABLE APPROACH FOR MANAGING ACCESS CONTROL IN INFORMATION CENTRIC NETWORKS,2017,"['WEVERTON LUIS DA COSTA CORDEIRO', 'LUCIANO PASCHOAL GASPARY']"
A SCALE INVARIANT KEYPOINT DETECTOR BASED ON VISUAL AND GEOMETRICA CUES,2015,"['MARIO FERNANDO MONTENEGRO CAMPOS', 'ERICKSON RANGEL DO NASCIMENTO']"
A SCENARIO BASED HEURISTIC FOR THE ROBUST SHORTEST PATH TREE PROBLEM,2016,"['THIAGO FERREIRA DE NORONHA', 'LUIZ FILIPE MENEZES VIEIRA']"
A SCHEME FOR DDOS ATTACKS MITIGATION IN IDM SYSTEMS THROUGH REORGANIZATIONS,2016,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
A SCHEME FOR HIGH LEVEL DATA CLASSIFICATION USING RANDOM WALK AND NETWORK MEASURES,2018,"['ZHAO LIANG', 'MURILLO GUIMARAES CARNEIRO']"
A SCPCPUFPGASCP HETEROGENEOUS APPROACH FOR BIOLOGICAL SEQUENCE COMPARISON USING HIGHLEVEL SYNTHESIS,2020,"['ALFREDO GOLDMAN VEL LEJBMAN', 'JORGE CARLOS LUCERO']"
A SECURE AND DISTRIBUTED CONTROL PLANE FOR SOFTWARE DEFINED NETWORKS,2020,"['EDUARDO ADILIO PELINSON ALCHIERI', 'JACIR LUIZ BORDIM']"
A SECURE WHITE BOX IMPLEMENTATION OF AES AGAINST FIRST ORDER DCA,2019,"['JULIO CESAR LOPEZ HERNANDEZ', 'RICARDO DAHAB']"
A SECURE WHITEBOX IMPLEMENTATION OF AES AGAINST FIRSTORDER DCA,2019,"['RICARDO DAHAB', 'JULIO CESAR LOPEZ HERNANDEZ']"
A SELFADAPTABLE SYSTEM FOR DDOS ATTACK PREDICTION BASED ON THE METASTABILITY THEORY,2018,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
A SELFADAPTABLE SYSTEM FOR DDOS ATTACK PREDICTION BASED ON THE METASTABILITY THEORY TO APPEAR,2018,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
A SELFADAPTIVE EVOLUTIONARY FUZZY MODEL FOR LOAD FORECASTING PROBLEMS ON SMART GRID ENVIRONMENT,2016,"['IGOR MACHADO COELHO', 'MARCONE JAMILSON FREITAS SOUZA']"
A SELFTRAINING CRF METHOD FOR RECOGNIZING PRODUCT MODEL MENTIONS IN WEB FORUMS,2015,"['ALTIGRAN SOARES DA SILVA', 'EDLENO SILVA DE MOURA']"
A SEMANTIC MODEL FOR PROACTIVE HOME CARE SYSTEMS,2015,"['JOSE PALAZZO MOREIRA DE OLIVEIRA', 'LEANDRO KRUG WIVES']"
A SEMANTIC MODEL TO ASSIST POLICY REFINEMENT MECHANISMS FOR NFVMANO SYSTEMS,2021,"['MICHEL SALES BONFIM', 'FREDERICO LUIZ GONCALVES DE FREITAS']"
A SEMANTICBASED DISCOVERY SERVICE FOR THE INTERNET OF THINGS,2019,"['EVERTON RANIELLY DE SOUSA CAVALCANTE', 'THAIS VASCONCELOS BATISTA', 'PAULO DE FIGUEIREDO PIRES', 'FLAVIA COIMBRA DELICATO']"
A SEMANTICBASED MODEL FOR TRIAGE PATIENTS IN EMERGENCY DEPARTMENTS,2017,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A SEMANTICBASED POLICY ANALYSIS SOLUTION FOR THE DEPLOYMENT OF NFV SERVICES,2019,"['MICHEL SALES BONFIM', 'FREDERICO LUIZ GONCALVES DE FREITAS']"
A SEMIAUTOMATIC AND PROBABILISTIC APPROACH FOR STUDENT MODELING IN UBIQUITOUS LEARNING ENVIRONMENTS,2018,"['FABIANO AZEVEDO DORCA', 'RAFAEL DIAS ARAUJO']"
A SEMIAUTOMATIC PROCESS MODEL VERIFICATION METHOD BASED ON PROCESS MODELING GUIDELINES,2017,"['JOSE PALAZZO MOREIRA DE OLIVEIRA', 'LUCINEIA HELOISA THOM']"
A SEMIOTICINFORMED APPROACH TO INTERFACE GUIDELINES FOR MOBILE APPLICATIONS  A CASE STUDY ON PHENOLOGY DATA ACQUISITION,2015,"['ROBERTO PEREIRA', 'MARIA CECILIA CALANI BARANAUSKAS']"
A SEMISUPERVISED SELFORGANIZING MAP FOR CLUSTERING AND CLASSIFICATION,2018,['HANSENCLEVER DE FRANCA BASSANI']
A SEMISUPERVISED SELFORGANIZING MAP WITH ADAPTIVE LOCAL THRESHOLDS,2019,['HANSENCLEVER DE FRANCA BASSANI']
A SENSINGASASERVICE CONTEXTAWARE SYSTEM FOR INTERNET OF THINGS ENVIRONMENTS,2017,['FABIANO PASSUELO HESSEL']
A SERVICEORIENTED MIDDLEWARE FOR INTEGRATED MANAGEMENT OF CROWDSOURCED AND SENSOR DATA STREAMS IN DISASTER MANAGEMENT,2018,"['JO UEYAMA', 'EDISON PIGNATON DE FREITAS']"
A SHAPLEY VALUEBASED STRATEGY FOR RESOURCE ALLOCATION IN VEHICULAR CLOUDS,2022,"['GERALDO PEREIRA ROCHA FILHO', 'RODOLFO IPOLITO MENEGUETTE']"
A SIGNATUREBASED BAG OF VISUAL WORDS METHOD FOR IMAGE INDEXING AND SEARCH,2015,"['ALTIGRAN SOARES DA SILVA', 'EDLENO SILVA DE MOURA']"
A SIMILARITYBASED DATA WAREHOUSING ENVIRONMENT FOR MEDICAL IMAGES,2015,"['CRISTINA DUTRA DE AGUIAR', 'RICARDO RODRIGUES CIFERRI']"
A SIMULATION FRAMEWORK FOR MULTIVEHICLE COMMUNICATION,2015,"['FERNANDO SANTOS OSORIO', 'DENIS FERNANDO WOLF']"
A SITUATIONAWARE UBIQUITOUS APPROACH FOR ASSESSING THERAPEUTIC GOALS IN HOSPITAL ENVIRONMENT,2015,"['ANA MARILZA PERNAS FLEISCHMANN', 'CLAUDIO FERNANDO RESIN GEYER']"
A SMART CITY INITIATIVE THE CASE OF NATAL,2016,"['NELIO ALESSANDRO AZEVEDO CACHO', 'EVERTON RANIELLY DE SOUSA CAVALCANTE']"
A SMART NETWORK AND COMPUTEAWARE ORCHESTRATOR TO ENHANCE QOS ON CLOUDBASED MULTIMEDIA SERVICES,2020,"['PEDRO FROSI ROSA', 'FLAVIO DE OLIVEIRA SILVA']"
A SOCIALLYAWARE PERSPECTIVE TO UNDERSTAND AND FIGHT VIOLENCE AGAINST CHILDREN AND ADOLESCENTS,2022,"['MARIA CECILIA CALANI BARANAUSKAS', 'ROBERTO PEREIRA']"
A SOCIOTEMPORAL CACHE PREFETCHING POLICY FOR THE MULTIACCESS EDGE COMPUTING ARCHITECTURE,2022,"['IGOR MONTEIRO MORAES', 'CELIO VINICIUS NEVES DE ALBUQUERQUE']"
A SOFT COMPUTING FRAMEWORK FOR IMAGE CLASSIFICATION BASED ON RECURRENCE PLOTS,2019,"['JEFERSSON ALEX DOS SANTOS', 'HELIO PEDRINI']"
A SOFT REALTIME STREAM REASONING SERVICE FOR THE INTERNET OF THINGS,2019,"['MARKUS ENDLER', 'EDWARD HERMANN HAEUSLER']"
A SOFTWARE ECOSYSTEM FOR A VIRTUAL LEARNING ENVIRONMENT SOLAR SECO,2017,"['EMANUEL FERREIRA COUTINHO', 'CARLA ILANE MOREIRA BEZERRA']"
A SOLUTION FOR DETECTION AND CONTROL FOR CONGESTED ROADS USING VEHICULAR NETWORKS,2016,"['GERALDO PEREIRA ROCHA FILHO', 'JO UEYAMA', 'RODOLFO IPOLITO MENEGUETTE']"
A SOLUTION FOR GOALORIENTED POLICY REFINEMENT IN NFV MANAGEMENT AND ORCHESTRATION SYSTEMS,2021,"['MICHEL SALES BONFIM', 'FREDERICO LUIZ GONCALVES DE FREITAS']"
A SPATIAL RELATION ONTOLOGY FOR DEEPWATER DEPOSITIONAL SYSTEM DESCRIPTION IN GEOLOGY,2020,"['JOEL LUIS CARBONERA', 'MARA ABEL']"
A SPATIOTEMPORAL ANALYSIS OF BRAZILIAN SCIENCE FROM THE PERSPECTIVE OF RESEARCHERS CAREER TRAJECTORIES,2015,"['CLODOVEU AUGUSTO DAVIS JUNIOR', 'JUSSARA MARQUES DE ALMEIDA', 'MARCOS ANDRE GONCALVES']"
A SPECTRUM SPACING MECHANISM TO ENHANCE TRAFFIC GROOMING IN ELASTIC OPTICAL NETWORKS,2021,"['JOSE AUGUSTO SURUAGY MONTEIRO', 'DIVANILSON RODRIGO DE SOUSA CAMPELO']"
A SPLINEBASED COST MODEL FOR METRIC TREES,2017,"['CAETANO TRAINA JUNIOR', 'AGMA JUCI MACHADO TRAINA']"
A STACKED ENSEMBLE CLASSIFIER FOR AN INTRUSION DETECTION SYSTEM IN THE EDGE OF IOT AND IIOT NETWORKS,2022,"['DANIEL MACEDO BATISTA', 'FABIO KON']"
A STANDARD TO RULE THEM ALL REDFISH,2019,"['DJAMEL FAWZI HADJ SADOK', 'JUDITH KELNER']"
A STRAIGHTFORWARD METHODOLOGY FOR QCA CIRCUITS DESIGN,2020,"['FELIPE DE SOUZA MARQUES', 'LEOMAR SOARES DA ROSA JUNIOR']"
A STRATEGY TO SELECT VERTICES AS CANDIDATES FOR ROUTERS IN A STEINER TREE,2018,"['ALTIGRAN SOARES DA SILVA', 'ROSIANE DE FREITAS RODRIGUES', 'FABIO PROTTI']"
A STRATEGY USING CONTINUOUS SIMULATION TO MITIGATE EFFORT ESTIMATION RISKS IN SOFTWARE PROJECTS,2019,"['JORGE LUIS VICTORIA BARBOSA', 'CRISTIANO ANDRE DA COSTA']"
A STRONG SYMMETRIC FORMULATION FOR THE MINDEGREE CONSTRAINED MINIMUM SPANNING TREE PROBLEM,2015,"['ABILIO PEREIRA DE LUCENA FILHO', 'LUIDI GELABERT SIMONETTI', 'ALEXANDRE SALLES DA CUNHA']"
A STRUCTURAL TESTING TOOL FOR MPI PROGRAMS WITH LOOPS,2019,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A STUDY ABOUT THE LIFE CYCLE OF CODE ANOMALIES,2016,"['LEONARDO GRESTA PAULINO MURTA', 'VANESSA BRAGANHOLO MURTA']"
A STUDY OF CHARGING STATION LOCATION FOR ELECTRIC VEHICLES IN INTELLIGENT TRANSPORTATION SYSTEMS,2023,"['GERALDO PEREIRA ROCHA FILHO', 'RODOLFO IPOLITO MENEGUETTE']"
A STUDY OF COSTS AND BENEFITS OF CONTENT SHARING IN PERSONAL CLOUD STORAGE,2021,"['ANA PAULA COUTO DA SILVA', 'JUSSARA MARQUES DE ALMEIDA']"
A STUDY OF DATABASE MODELS FOR SOCIAL NETWORK ANALYSIS,2022,"['SERGIO LIFSCHITZ', 'EDWARD HERMANN HAEUSLER']"
A STUDY OF GENOMIC DATA PROVENANCE IN NOSQL DOCUMENTORIENTED DATABASE SYSTEMS,2015,"['MARISTELA TERTO DE HOLANDA', 'ALETEIA PATRICIA FAVACHO DE ARAUJO', 'SERGIO LIFSCHITZ']"
A STUDY OF PUBLICATION TRAJECTORIES OF THE BRAZILIAN COMPUTER SCIENCE COMMUNITY,2019,"['ANDRE RICARDO BACKES', 'MARCELO KEESE ALBERTINI']"
A STUDY OF THE CORRELATION OF METAFEATURES USED FOR METALEARNING,2021,"['ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO', 'LUIS PAULO FAINA GARCIA']"
A STUDY OF TRANSDUCTIVE GRAPHBASED REGRESSION,2023,"['ALNEU DE ANDRADE LOPES', 'ALAN DEMETRIUS BARIA VALEJO']"
A STUDY ON CLOUD AND EDGE COMPUTING FOR THE IMPLEMENTATION OF DIGITAL TWINS IN THE OIL AMP GAS INDUSTRIES,2023,"['JULIANO ARAUJO WICKBOLDT', 'MARA ABEL']"
A STUDY ON DYNAMIC ASPECTS VARIABILITY IN THE SOLAR EDUCATIONAL SOFTWARE ECOSYSTEM,2020,"['EMANUEL FERREIRA COUTINHO', 'CARLA ILANE MOREIRA BEZERRA']"
A STUDY ON EXPONENTIALSIZE NEIGHBORHOODS FOR THE BIN PACKING PROBLEM WITH CONFLICTS,2018,"['LUIZ SATORU OCHI', 'YURI ABITBOL DE MENEZES FROTA']"
A STUDY ON INTERFERENCE BETWEEN INDUSTRIAL AND ASSISTIVE BODY AREA WIRELESS NETWORKS,2020,"['EDISON PIGNATON DE FREITAS', 'CARLOS EDUARDO PEREIRA']"
A STUDY ON LOWCOST REPRESENTATIONS FOR IMAGE FEATURE EXTRACTION ON MOBILE DEVICES,2015,"['WILLIAM ROBSON SCHWARTZ', 'JEFERSSON ALEX DOS SANTOS']"
A STUDY ON ORGANIZATIONAL IT SECURITY IN MOBILE SOFTWARE ECOSYSTEMS LITERATURE,2020,['SABRINA DOS SANTOS MARCZAK']
A STUDY ON THE INFLUENCE OF SENSORS IN FREQUENCY AND TIME DOMAINS ON CONTEXT RECOGNITION,2023,"['FABIO QUEDA BUENO DA SILVA', 'VERONICA TEICHRIEB']"
A STUDY ON THE PERFORMANCE IMPACT OF PROGRAMMABLE LOGIC CONTROLLERS BASED ON ENHANCED ARCHITECTURE AND ORGANIZATION,2020,"['FLAVIO RECH WAGNER', 'EDISON PIGNATON DE FREITAS']"
A STUDY ON THE TRANSMISSION EXPANSION PLANNING PROBLEM WITH REDESIGN,2015,"['LUIDI GELABERT SIMONETTI', 'PEDRO HENRIQUE GONZALEZ SILVA']"
A STUDY TO CLASSIFY HOSPITAL ACQUIRED COMPLICATIONS BASED ON ELECTRONIC HEALTH RECORD THE PREPROCESSING PHASE,2017,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A SUB APERTURE IMAGE SELECTION REFINEMENT METHOD FOR PROGRESSIVE LIGHT FIELD TRANSMISSION,2018,['BRUNO LUIGGI MACCHIAVELLO ESPINOZA']
A SUBSPACE HIERARCHICAL CLUSTERING ALGORITHM FOR CATEGORICAL DATA,2019,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
A SUITABLE VEHICULAR BROADCAST PROTOCOL UNDER DIFFERENT TRAFFIC PATTERNS FOR URBAN SCENARIO,2015,"['EDMUNDO ROBERTO MAURO MADEIRA', 'LEANDRO APARECIDO VILLAS']"
A SUITE OF JAVA MESSAGEPASSING BENCHMARKS TO SUPPORT THE VALIDATION OF TESTING MODELS CRITERIA AND TOOLS,2016,"['JULIO CEZAR ESTRELLA', 'SARITA MAZZINI BRUSCHI', 'SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A SUMMARY OF COPING WITH DIVERSITY  A SYSTEM FOR ENDUSERS TO CUSTOMIZE WEB USER INTERFACES,2022,"['VANIA PAULA DE ALMEIDA NERIS', 'KAMILA RIOS DA HORA RODRIGUES']"
A SUPERPIXELDRIVEN DEEP LEARNING APPROACH FOR THE ANALYSIS OF DERMATOLOGICAL WOUNDS,2020,"['MARCOS VINICIUS NAVES BEDO', 'CAETANO TRAINA JUNIOR', 'AGMA JUCI MACHADO TRAINA']"
A SURVEY ABOUT REALTIME LOCATION SYSTEMS IN HEALTHCARE ENVIRONMENTS,2021,"['LUIZ GONZAGA DA SILVEIRA JUNIOR', 'RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'RODOLFO STOFFEL ANTUNES']"
A SURVEY OF MODEL DRIVEN ENGINEERING IN ROBOTICS,2021,"['JOSE REGINALDO HUGHES CARVALHO', 'RAIMUNDO DA SILVA BARRETO']"
A SURVEY OF NETWORK NEUTRALITY REGULATIONS WORLDWIDE,2022,"['LETICIA MARA PERES', 'ELIAS PROCOPIO DUARTE JUNIOR']"
A SURVEY OF SENSORS IN HEALTHCARE WORKFLOW MONITORING,2018,"['RODOLFO STOFFEL ANTUNES', 'RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'LUIZ GONZAGA DA SILVEIRA JUNIOR']"
A SURVEY ON ACCELERATING TECHNOLOGIES FOR FAST NETWORK PACKET PROCESSING IN LINUX ENVIRONMENTS,2022,"['DJAMEL FAWZI HADJ SADOK', 'JUDITH KELNER']"
A SURVEY ON CACHE MANAGEMENT MECHANISMS FOR REALTIME EMBEDDED SYSTEMS,2015,"['GIOVANI GRACIOLI', 'ANTONIO AUGUSTO MEDEIROS FROHLICH']"
A SURVEY ON COLLABORATIVE LEARNING FOR INTELLIGENT AUTONOMOUS SYSTEMS,2023,"['JORGE LUIS VICTORIA BARBOSA', 'CLAUDIO FERNANDO RESIN GEYER']"
A SURVEY ON COLLECTING MANAGING AND ANALYZING PROVENANCE FROM SCRIPTS,2019,"['LEONARDO GRESTA PAULINO MURTA', 'VANESSA BRAGANHOLO MURTA']"
A SURVEY ON CONCEPT DRIFT IN PROCESS MINING,2022,"['EDSON EMILIO SCALABRIN', 'JEAN PAUL BARDDAL']"
A SURVEY ON DECISIONMAKING BASED ON SYSTEM RELIABILITY IN THE CONTEXT OF INDUSTRY 40,2020,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'GABRIEL DE OLIVEIRA RAMOS']"
A SURVEY ON ENSEMBLE LEARNING FOR DATA STREAM CLASSIFICATION,2017,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
A SURVEY ON FEATURE DRIFT ADAPTATION,2015,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
A SURVEY ON FEATURE DRIFT ADAPTATION DEFINITION BENCHMARK CHALLENGES AND FUTURE DIRECTIONS,2016,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
A SURVEY ON FPGA SUPPORT FOR THE FEASIBLE EXECUTION OF VIRTUALIZED NETWORK FUNCTIONS,2020,"['GABRIEL LUCA NAZAR', 'ALBERTO EGON SCHAEFFER FILHO']"
A SURVEY ON GLOBAL MANAGEMENT VIEW TOWARD COMBINING SYSTEM MONITORING RESOURCE MANAGEMENT AND LOAD PREDICTION,2019,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'SANDRO JOSE RIGO']"
A SURVEY ON INFORMATION VISUALIZATION FOR NETWORK AND SERVICE MANAGEMENT,2016,"['CARLA MARIA DAL SASSO FREITAS', 'LISANDRO ZAMBENEDETTI GRANVILLE']"
A SURVEY ON INTRUSION DETECTION AND PREVENTION SYSTEMS IN DIGITAL SUBSTATIONS,2021,"['SILVIO ERENO QUINCOZES', 'CELIO VINICIUS NEVES DE ALBUQUERQUE']"
A SURVEY ON ONTOLOGYBASED SYSTEMS TO SUPPORT THE PROSPECTION DIAGNOSIS AND TREATMENT OF BREAST CANCER,2016,"['JOSE VITERBO FILHO', 'AURA CONCI']"
A SURVEY ON SDN PROGRAMMING LANGUAGES TOWARDS A TAXONOMY,2016,"['MARCOS DIDONET DEL FABRO', 'LUIS CARLOS ERPEN DE BONA']"
A SURVEY ON TAG RECOMMENDATION METHODS,2017,"['JUSSARA MARQUES DE ALMEIDA', 'MARCOS ANDRE GONCALVES']"
A SURVEY ON THE PRACTICES OF SOFTWARE TESTING A LOOK INTO BRAZILIAN COMPANIES,2022,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A SWARMTRAINED KNEAREST PROTOTYPES ADAPTIVE CLASSIFIER WITH AUTOMATIC FEATURE SELECTION FOR INTERVAL DATA LEARNING SYSTEMS,2016,"['RENATA MARIA CARDOSO RODRIGUES DE SOUZA', 'RICARDO BASTOS CAVALCANTE PRUDENCIO']"
A SYSTEM ARCHITECTURE FOR CLOUD OF SENSORS,2018,"['PAULO DE FIGUEIREDO PIRES', 'FLAVIA COIMBRA DELICATO']"
A SYSTEM FOR AIDING DIAGNOSIS OF ALZHEIMERS DISEASE AND RELATED DISORDERS WITH ADAPTABLE DECISION MODEL,2018,"['FLAVIO LUIZ SEIXAS', 'DEBORA CHRISTINA MUCHALUAT SAADE', 'AURA CONCI']"
A SYSTEM FOR AIDING DIAGNOSIS OF ALZHEIMERS DISEASE AND RELATED DISORDERS WITH AN ADAPTABLE DECISION MODEL,2018,"['FLAVIO LUIZ SEIXAS', 'DEBORA CHRISTINA MUCHALUAT SAADE', 'AURA CONCI']"
A SYSTEMATIC APPROACH TO BOUND FACTORREVEALING LPS AND ITS APPLICATION TO THE METRIC AND SQUARED METRIC FACILITY LOCATION PROBLEMS,2015,"['CRISTINA GOMES FERNANDES', 'FLAVIO KEIDI MIYAZAWA']"
A SYSTEMATIC IDENTIFICATION OF PEDAGOGICAL CONVERSATIONAL AGENTS,2020,"['SIMONE DO ROCIO SENGER DE SOUZA', 'ELLEN FRANCINE BARBOSA']"
A SYSTEMATIC LITERATURE MAPPING OF ARTIFICIAL INTELLIGENCE PLANNING IN SOFTWARE TESTING,2020,"['LETICIA MARA PERES', 'ANDRE RICARDO ABED GREGIO', 'FABIANO SILVA']"
A SYSTEMATIC LITERATURE REVIEW OF DATA FORECAST AND INTERNET OF THINGS ON THE EHEALTH LANDSCAPE,2019,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A SYSTEMATIC LITERATURE REVIEW OF FLYING AD HOC NETWORKS STATEOFTHEART CHALLENGES AND PERSPECTIVES,2023,"['EDISON PIGNATON DE FREITAS', 'RAFAEL KUNST']"
A SYSTEMATIC LITERATURE REVIEW ON AGILE REQUIREMENTS ENGINEERING PRACTICES AND CHALLENGES,2015,['SABRINA DOS SANTOS MARCZAK']
A SYSTEMATIC LITERATURE REVIEW ON VIDEO TRANSCODING ACCELERATION CHALLENGES SOLUTIONS AND TRENDS,2024,"['BRUNO ZATT', 'GUILHERME RIBEIRO CORREA']"
A SYSTEMATIC MAPPING ABOUT TESTING OF FUNCTIONAL PROGRAMS,2015,"['JULIO CEZAR ESTRELLA', 'SARITA MAZZINI BRUSCHI', 'SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A SYSTEMATIC MAPPING FOR THE SCENARIO OF NONURBAN AUTONOMOUS VEHICLE COOPERATION SYSTEMS,2017,"['ROBERTO PEREIRA', 'EDUARDO TODT']"
A SYSTEMATIC MAPPING OF DATA GENERATION FOR INTEGRATION SOFTWARE TESTING,2016,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A SYSTEMATIC MAPPING OF NEGATIVE EFFECTS OF GAMIFICATION IN EDUCATIONLEARNING SYSTEMS,2021,"['MARCOS KALINOWSKI', 'BRUNO FEIJO']"
A SYSTEMATIC MAPPING OF SOFTWARE ENGINEERING APPROACHES TO DEVELOP BIG DATA SYSTEMS,2018,"['MARCOS KALINOWSKI', 'SERGIO LIFSCHITZ', 'DANIEL CARDOSO MORAES DE OLIVEIRA']"
A SYSTEMATIC MAPPING OF SOFTWARE REQUIREMENTS NEGOTIATION TECHNIQUES,2017,"['MARCOS KALINOWSKI', 'DANIEL CARDOSO MORAES DE OLIVEIRA']"
A SYSTEMATIC MAPPING ON AGILE UCD ACROSS THE MAJOR AGILE AND HCI CONFERENCES,2015,"['MILENE SELBACH SILVEIRA', 'TIAGO PEREIRA DA SILVA']"
A SYSTEMATIC MAPPING ON DISCOVERY AND COMPOSITION MECHANISMS FOR SYSTEMSOFSYSTEMS,2015,"['EVERTON RANIELLY DE SOUSA CAVALCANTE', 'THAIS VASCONCELOS BATISTA']"
A SYSTEMATIC MAPPING ON HIGHPERFORMANCE COMPUTING FOR PROTEIN STRUCTURE PREDICTION,2018,"['ALEXANDRE CLAUDIO BOTAZZO DELBEM', 'PAULO SERGIO LOPES DE SOUZA']"
A SYSTEMATIC MAPPING STUDY AND PRACTITIONER INSIGHTS ON THE USE OF SOFTWARE ENGINEERING PRACTICES TO DEVELOP MVPS,2023,"['MARCOS KALINOWSKI', 'HELIO CORTES VIEIRA LOPES']"
A SYSTEMATIC MAPPING STUDY ON LEGACY SYSTEM MODERNIZATION,2016,"['EDNA DIAS CANEDO', 'RODRIGO BONIFACIO DE ALMEIDA']"
A SYSTEMATIC MAPPING STUDY ON SOFTWARE STARTUPS EDUCATION,2018,"['AFONSO HENRIQUE CORREA DE SALES', 'RAFAEL PRIKLADNICKI']"
A SYSTEMATIC MAPPING STUDY ON THE MULTITENANT ARCHITECTURE OF SAAS SYSTEMS,2016,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A SYSTEMATIC MAPPING STUDY ON THE USE OF SOFTWARE ENGINEERING PRACTICES TO DEVELOP MVPS,2021,"['MARCOS KALINOWSKI', 'SIMONE DINIZ JUNQUEIRA BARBOSA']"
A SYSTEMATIC METHODOLOGY TO COMPUTE THE QUANTUM VULNERABILITY FACTORS FOR QUANTUM CIRCUITS,2023,"['DANIEL ALFONSO GONCALVES DE OLIVEIRA', 'PAOLO RECH']"
A SYSTEMATIC REVIEW OF RAPID PROTOTYPING TOOLS FOR AUGMENTED REALITY,2020,"['MILENE SELBACH SILVEIRA', 'MARCIO SARROGLIA PINHO']"
A SYSTEMATIC REVIEW OF SHARED SENSOR NETWORKS,2016,"['CLAUDIO MICELI DE FARIAS', 'LI WEIGANG']"
A SYSTEMATIC REVIEW OF VISUALIZATION IN BUILDING INFORMATION MODELING,2019,"['PAULO IVSON NETTO SANTOS', 'WALDEMAR CELES FILHO']"
A SYSTEMATIC REVIEW ON DISTRIBUTED DENIAL OF SERVICE ATTACK DEFENSE MECHANISMS IN PROGRAMMABLE NETWORKS,2021,"['MICHEL SALES BONFIM', 'ALBERTO EGON SCHAEFFER FILHO', 'LUCIANO PASCHOAL GASPARY', 'JACIR LUIZ BORDIM']"
A SYSTEMATIC REVIEW ON MULTIDEVICE INCLUSIVE ENVIRONMENTS,2016,"['SEIJI ISOTANI', 'PATRICIA AUGUSTIN JAQUES MAILLARD', 'MARIA CECILIA CALANI BARANAUSKAS', 'ROBERTO PEREIRA']"
A SYSTEMATIC REVIEW ON SEARCH BASED MUTATION TESTING,2016,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A TAXONOMY TO CLASSIFY RISK ENDUSER PROFILE IN INTERACTION WITH THE COMPUTING ENVIRONMENT,2016,"['TAYANA UCHOA CONTE', 'EDUARDO LUZEIRO FEITOSA']"
A TECHNIQUE TO TEST REFACTORING DETECTION TOOLS,2022,"['LEOPOLDO MOTTA TEIXEIRA', 'ALESSANDRO FABRICIO GARCIA']"
A TECHNOLOGICALLY AGNOSTIC FRAMEWORK FOR CYBERPHYSICAL AND IOT PROCESSINGINMEMORYBASED SYSTEMS SIMULATION,2019,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'LUIGI CARRO']"
